date,open,high,low,close,volume
2023-07-12 11:00:00+00:00,30682,30798,30662,30779,53.69290979
2023-07-12 12:00:00+00:00,30772,30960,30653,30723,355.9287092
2023-07-12 13:00:00+00:00,30716,30855,30487,30661,270.1341578
2023-07-12 14:00:00+00:00,30662,30832,30659,30738,148.421652
2023-07-12 15:00:00+00:00,30746,30805,30476,30509,117.6001861
2023-07-12 16:00:00+00:00,30507,30527,30425,30475,42.52983333
2023-07-12 17:00:00+00:00,30483,30517,30425,30441,36.38682064
2023-07-12 18:00:00+00:00,30445,30536,30431,30519,13.26531099
2023-07-12 19:00:00+00:00,30519,30519,30219,30278,171.3413448
2023-07-12 20:00:00+00:00,30277,30350,30241,30350,33.86738202
2023-07-12 21:00:00+00:00,30342,30376,30317,30355,22.25457205
2023-07-12 22:00:00+00:00,30355,30375,30343,30370,24.65116447
2023-07-12 23:00:00+00:00,30363,30414,30358,30382,63.41579602
2023-07-13 00:00:00+00:00,30383,30428,30347,30359,37.17170795
2023-07-13 01:00:00+00:00,30359,30392,30296,30384,67.22094645
2023-07-13 02:00:00+00:00,30375,30385,30323,30338,23.96465022
2023-07-13 03:00:00+00:00,30336,30346,30279,30298,14.09910687
2023-07-13 04:00:00+00:00,30295,30315,30259,30294,14.04654908
2023-07-13 05:00:00+00:00,30294,30315,30261,30315,6.47136224
2023-07-13 06:00:00+00:00,30315,30392,30301,30384,47.89915613
2023-07-13 07:00:00+00:00,30381,30417,30359,30364,17.38244729
2023-07-13 08:00:00+00:00,30363,30419,30346,30415,47.58050645
2023-07-13 09:00:00+00:00,30417,30597,30413,30575,65.7731715
2023-07-13 10:00:00+00:00,30580,30630,30533,30577,87.97380665
2023-07-13 11:00:00+00:00,30587,30600,30546,30546,32.8282757
2023-07-13 12:00:00+00:00,30546,30592,30470,30522,87.65323563
2023-07-13 13:00:00+00:00,30522,30692,30510,30673,96.67692277
2023-07-13 14:00:00+00:00,30674,30692,30483,30577,107.956903
2023-07-13 15:00:00+00:00,30586,31175,30559,30920,482.7870708
2023-07-13 16:00:00+00:00,30925,30975,30733,30839,164.2803481
2023-07-13 17:00:00+00:00,30830,31200,30801,31079,238.0263844
2023-07-13 18:00:00+00:00,31079,31472,31065,31281,528.4216279
2023-07-13 19:00:00+00:00,31271,31818,31265,31637,375.3602558
2023-07-13 20:00:00+00:00,31637,31708,31330,31396,136.2770446
2023-07-13 21:00:00+00:00,31397,31408,31040,31267,228.1633038
2023-07-13 22:00:00+00:00,31267,31378,31231,31324,73.35135381
2023-07-13 23:00:00+00:00,31323,31502,31323,31471,57.0447141
2023-07-14 00:00:00+00:00,31474,31525,31377,31461,82.67356624
2023-07-14 01:00:00+00:00,31449,31499,31353,31435,74.12401207
2023-07-14 02:00:00+00:00,31434,31488,31398,31472,16.45762655
2023-07-14 03:00:00+00:00,31472,31635,31422,31474,114.4442729
2023-07-14 04:00:00+00:00,31472,31481,31396,31408,31.0290492
2023-07-14 05:00:00+00:00,31408,31413,31363,31371,35.40555339
2023-07-14 06:00:00+00:00,31370,31399,31306,31307,40.88001319
2023-07-14 07:00:00+00:00,31307,31358,31091,31109,118.8551834
2023-07-14 08:00:00+00:00,31109,31291,31098,31260,57.11229521
2023-07-14 09:00:00+00:00,31256,31256,31155,31200,60.17371454
2023-07-14 10:00:00+00:00,31200,31213,31104,31184,115.336351
2023-07-14 11:00:00+00:00,31178,31235,31149,31220,47.1079068
2023-07-14 12:00:00+00:00,31221,31231,31123,31142,47.19144317
2023-07-14 13:00:00+00:00,31131,31292,31070,31264,98.08956331
2023-07-14 14:00:00+00:00,31263,31349,31191,31328,77.12265768
2023-07-14 15:00:00+00:00,31308,31366,31224,31258,142.4676373
2023-07-14 16:00:00+00:00,31247,31286,31075,31225,147.5048868
2023-07-14 17:00:00+00:00,31224,31224,30685,30725,234.0499062
2023-07-14 18:00:00+00:00,30707,30779,30100,30138,561.6715424
2023-07-14 19:00:00+00:00,30121,30250,29961,30122,188.7635752
2023-07-14 20:00:00+00:00,30137,30246,30006,30212,287.3717533
2023-07-14 21:00:00+00:00,30201,30279,30175,30262,42.43889426
2023-07-14 22:00:00+00:00,30256,30273,30223,30248,35.80384237
2023-07-14 23:00:00+00:00,30250,30331,30241,30331,31.80973451
2023-07-15 00:00:00+00:00,30328,30350,30260,30350,17.59109349
2023-07-15 01:00:00+00:00,30351,30403,30308,30355,24.16774177
2023-07-15 02:00:00+00:00,30360,30368,30310,30310,5.02517778
2023-07-15 03:00:00+00:00,30309,30344,30279,30310,39.36751385
2023-07-15 04:00:00+00:00,30309,30339,30309,30309,7.6817357
2023-07-15 05:00:00+00:00,30310,30328,30278,30311,20.68588467
2023-07-15 06:00:00+00:00,30310,30327,30280,30325,29.05025021
2023-07-15 07:00:00+00:00,30325,30370,30313,30349,38.90825973
2023-07-15 08:00:00+00:00,30348,30356,30298,30328,26.58460832
2023-07-15 09:00:00+00:00,30327,30364,30322,30360,10.99103935
2023-07-15 10:00:00+00:00,30360,30381,30321,30338,27.69523605
2023-07-15 11:00:00+00:00,30337,30351,30308,30323,23.34014088
2023-07-15 12:00:00+00:00,30322,30374,30321,30363,11.80280709
2023-07-15 13:00:00+00:00,30362,30362,30288,30340,20.11775642
2023-07-15 14:00:00+00:00,30340,30346,30290,30295,14.41874108
2023-07-15 15:00:00+00:00,30296,30326,30269,30316,18.51079489
2023-07-15 16:00:00+00:00,30315,30317,30273,30294,19.02677353
2023-07-15 17:00:00+00:00,30297,30320,30273,30297,15.2854282
2023-07-15 18:00:00+00:00,30302,30364,30300,30335,46.57286397
2023-07-15 19:00:00+00:00,30335,30362,30334,30340,17.44439218
2023-07-15 20:00:00+00:00,30340,30340,30304,30311,6.09542429
2023-07-15 21:00:00+00:00,30310,30317,30290,30312,19.81986703
2023-07-15 22:00:00+00:00,30312,30329,30288,30295,13.49118803
2023-07-15 23:00:00+00:00,30294,30302,30283,30301,9.55615324
2023-07-16 00:00:00+00:00,30300,30320,30284,30312,4.77801784
2023-07-16 01:00:00+00:00,30312,30337,30277,30278,16.04086375
2023-07-16 02:00:00+00:00,30278,30337,30067,30264,175.0274683
2023-07-16 03:00:00+00:00,30271,30271,30193,30198,24.22417109
2023-07-16 04:00:00+00:00,30203,30222,30141,30169,23.30437933
2023-07-16 05:00:00+00:00,30163,30246,30160,30246,30.28450149
2023-07-16 06:00:00+00:00,30245,30321,30233,30276,41.86682584
2023-07-16 07:00:00+00:00,30276,30301,30258,30277,22.56651046
2023-07-16 08:00:00+00:00,30273,30315,30272,30308,13.71721002
2023-07-16 09:00:00+00:00,30309,30331,30293,30316,19.82416979
2023-07-16 10:00:00+00:00,30318,30355,30288,30299,35.79381794
2023-07-16 11:00:00+00:00,30299,30330,30292,30319,12.74260132
2023-07-16 12:00:00+00:00,30320,30345,30300,30301,29.3069892
2023-07-16 13:00:00+00:00,30306,30324,30294,30319,16.29377398
2023-07-16 14:00:00+00:00,30319,30442,30319,30410,227.7879817
2023-07-16 15:00:00+00:00,30410,30439,30385,30393,22.18762778
2023-07-16 16:00:00+00:00,30385,30416,30341,30379,29.88321109
2023-07-16 17:00:00+00:00,30379,30420,30375,30398,20.80237806
2023-07-16 18:00:00+00:00,30399,30416,30250,30291,49.35802251
2023-07-16 19:00:00+00:00,30290,30316,30224,30260,18.46117219
2023-07-16 20:00:00+00:00,30268,30309,30259,30286,7.94757998
2023-07-16 21:00:00+00:00,30286,30326,30285,30310,23.50071206
2023-07-16 22:00:00+00:00,30310,30370,30288,30341,61.23407954
2023-07-16 23:00:00+00:00,30342,30349,30153,30253,72.74171659
2023-07-17 00:00:00+00:00,30247,30323,30201,30228,78.10088753
2023-07-17 01:00:00+00:00,30231,30341,30211,30306,46.39374533
2023-07-17 02:00:00+00:00,30299,30316,30269,30275,11.68115789
2023-07-17 03:00:00+00:00,30274,30328,30267,30320,17.53165212
2023-07-17 04:00:00+00:00,30321,30325,30281,30308,6.02700162
2023-07-17 05:00:00+00:00,30308,30335,30272,30272,16.99405617
2023-07-17 06:00:00+00:00,30273,30289,30253,30288,25.42976351
2023-07-17 07:00:00+00:00,30282,30297,30257,30297,41.66756778
2023-07-17 08:00:00+00:00,30296,30333,30276,30276,40.00971355
2023-07-17 09:00:00+00:00,30276,30287,30166,30191,54.70707859
2023-07-17 10:00:00+00:00,30185,30214,29997,30177,168.491143
2023-07-17 11:00:00+00:00,30172,30268,30160,30175,71.67908464
2023-07-17 12:00:00+00:00,30174,30211,30041,30211,128.8695025
2023-07-17 13:00:00+00:00,30213,30304,30168,30289,68.73943043
2023-07-17 14:00:00+00:00,30296,30308,30240,30276,48.49977287
2023-07-17 15:00:00+00:00,30291,30297,30121,30181,16.4927436
2023-07-17 16:00:00+00:00,30182,30243,30083,30142,29.70426551
2023-07-17 17:00:00+00:00,30140,30162,29937,30040,288.5315048
2023-07-17 18:00:00+00:00,30038,30070,29675,29813,316.7617317
2023-07-17 19:00:00+00:00,29812,29932,29765,29901,76.81770005
2023-07-17 20:00:00+00:00,29893,29990,29889,29937,66.25546439
2023-07-17 21:00:00+00:00,29936,30293,29935,30256,113.9760938
2023-07-17 22:00:00+00:00,30248,30270,30107,30107,49.58938393
2023-07-17 23:00:00+00:00,30110,30168,30081,30154,27.66187447
2023-07-18 00:00:00+00:00,30144,30197,30117,30179,14.72829009
2023-07-18 01:00:00+00:00,30169,30244,30150,30223,12.81279314
2023-07-18 02:00:00+00:00,30221,30236,30116,30130,39.23830608
2023-07-18 03:00:00+00:00,30124,30157,30084,30084,12.1147733
2023-07-18 04:00:00+00:00,30084,30123,30053,30123,15.10364386
2023-07-18 05:00:00+00:00,30123,30123,30050,30054,10.54092846
2023-07-18 06:00:00+00:00,30053,30096,29930,29990,95.81436673
2023-07-18 07:00:00+00:00,29989,30044,29940,29972,66.93222169
2023-07-18 08:00:00+00:00,29965,30105,29896,30025,117.1312289
2023-07-18 09:00:00+00:00,30039,30043,29952,29964,38.70283739
2023-07-18 10:00:00+00:00,29962,30027,29917,30000,39.62029489
2023-07-18 11:00:00+00:00,29997,30072,29818,29888,134.7498295
2023-07-18 12:00:00+00:00,29887,29921,29736,29782,125.2917454
2023-07-18 13:00:00+00:00,29782,29861,29700,29831,170.0063007
2023-07-18 14:00:00+00:00,29828,30022,29823,29919,179.5528234
2023-07-18 15:00:00+00:00,29924,29933,29845,29903,55.62988792
2023-07-18 16:00:00+00:00,29903,29960,29521,29705,150.4311705
2023-07-18 17:00:00+00:00,29702,29829,29680,29824,54.90254772
2023-07-18 18:00:00+00:00,29819,29925,29793,29911,62.49243885
2023-07-18 19:00:00+00:00,29909,29939,29693,29719,108.6744947
2023-07-18 20:00:00+00:00,29712,29812,29694,29786,22.72432473
2023-07-18 21:00:00+00:00,29780,29832,29760,29809,41.80831489
2023-07-18 22:00:00+00:00,29809,29837,29763,29826,27.1238676
2023-07-18 23:00:00+00:00,29824,29868,29797,29868,41.13961293
2023-07-19 00:00:00+00:00,29862,30071,29845,30064,94.7062263
2023-07-19 01:00:00+00:00,30072,30072,29962,30014,23.46557649
2023-07-19 02:00:00+00:00,30014,30037,29982,30020,33.17714689
2023-07-19 03:00:00+00:00,30033,30083,30016,30066,47.28118243
2023-07-19 04:00:00+00:00,30071,30188,30063,30108,61.08726304
2023-07-19 05:00:00+00:00,30110,30130,30072,30114,22.09354612
2023-07-19 06:00:00+00:00,30105,30121,30015,30052,29.91369883
2023-07-19 07:00:00+00:00,30052,30084,29980,30011,31.19439919
2023-07-19 08:00:00+00:00,30007,30022,29889,29931,46.82426929
2023-07-19 09:00:00+00:00,29930,30044,29878,30013,63.91376896
2023-07-19 10:00:00+00:00,30008,30034,29982,29992,27.260212
2023-07-19 11:00:00+00:00,29993,30023,29968,30012,27.61347524
2023-07-19 12:00:00+00:00,30016,30024,29892,29948,64.84475223
2023-07-19 13:00:00+00:00,29948,30122,29834,29999,224.5731172
2023-07-19 14:00:00+00:00,30001,30051,29793,29821,236.9388226
2023-07-19 15:00:00+00:00,29810,29986,29757,29952,104.9315959
2023-07-19 16:00:00+00:00,29964,29978,29870,29906,28.93482616
2023-07-19 17:00:00+00:00,29899,30081,29880,29992,67.55954532
2023-07-19 18:00:00+00:00,29998,30088,29948,30080,29.34502045
2023-07-19 19:00:00+00:00,30082,30098,30028,30047,33.00626961
2023-07-19 20:00:00+00:00,30045,30055,29955,29965,60.76287213
2023-07-19 21:00:00+00:00,29961,29968,29858,29936,37.79883636
2023-07-19 22:00:00+00:00,29936,29958,29855,29881,17.51269954
2023-07-19 23:00:00+00:00,29876,29945,29838,29919,32.14510448
2023-07-20 00:00:00+00:00,29917,30010,29890,30006,46.25422081
2023-07-20 01:00:00+00:00,30009,30029,29974,29999,18.53648421
2023-07-20 02:00:00+00:00,30003,30050,29980,29986,26.52852608
2023-07-20 03:00:00+00:00,29984,30000,29927,29952,25.53405435
2023-07-20 04:00:00+00:00,29955,29997,29933,29965,13.46289615
2023-07-20 05:00:00+00:00,29976,30170,29960,30136,58.52215911
2023-07-20 06:00:00+00:00,30146,30194,30096,30124,62.63429404
2023-07-20 07:00:00+00:00,30134,30233,30111,30209,55.53788709
2023-07-20 08:00:00+00:00,30210,30312,30177,30269,61.72556247
2023-07-20 09:00:00+00:00,30286,30388,30220,30331,83.39776832
2023-07-20 10:00:00+00:00,30343,30414,30284,30295,92.11883375
2023-07-20 11:00:00+00:00,30296,30309,30263,30289,16.88383213
2023-07-20 12:00:00+00:00,30289,30313,30216,30224,47.0303045
2023-07-20 13:00:00+00:00,30229,30281,30177,30230,31.97780795
2023-07-20 14:00:00+00:00,30236,30247,29631,29780,287.6866927
2023-07-20 15:00:00+00:00,29779,29846,29708,29807,52.3719252
2023-07-20 16:00:00+00:00,29807,29871,29664,29712,131.6582184
2023-07-20 17:00:00+00:00,29700,29810,29697,29752,64.92684657
2023-07-20 18:00:00+00:00,29752,29789,29567,29684,125.1937724
2023-07-20 19:00:00+00:00,29683,29755,29670,29752,25.27161347
2023-07-20 20:00:00+00:00,29752,29759,29669,29734,12.79202652
2023-07-20 21:00:00+00:00,29734,29882,29730,29881,41.23062013
2023-07-20 22:00:00+00:00,29869,29873,29790,29811,19.83276334
2023-07-20 23:00:00+00:00,29812,29826,29789,29806,30.25284624
2023-07-21 00:00:00+00:00,29806,29837,29735,29788,63.40071067
2023-07-21 01:00:00+00:00,29788,29893,29763,29877,73.48527384
2023-07-21 02:00:00+00:00,29879,29947,29844,29904,26.93740239
2023-07-21 03:00:00+00:00,29906,29940,29877,29896,14.50515546
2023-07-21 04:00:00+00:00,29897,29906,29861,29863,10.55435024
2023-07-21 05:00:00+00:00,29863,29873,29803,29821,47.30667857
2023-07-21 06:00:00+00:00,29821,29860,29801,29860,19.75935379
2023-07-21 07:00:00+00:00,29859,29864,29758,29765,39.00482027
2023-07-21 08:00:00+00:00,29763,29822,29757,29795,31.35619464
2023-07-21 09:00:00+00:00,29794,29853,29757,29757,34.17128306
2023-07-21 10:00:00+00:00,29754,29816,29754,29798,19.37220415
2023-07-21 11:00:00+00:00,29801,29814,29736,29779,35.59132838
2023-07-21 12:00:00+00:00,29779,29897,29779,29877,105.5840124
2023-07-21 13:00:00+00:00,29883,29911,29795,29810,57.83529164
2023-07-21 14:00:00+00:00,29809,29874,29774,29874,80.31225742
2023-07-21 15:00:00+00:00,29872,29900,29851,29860,105.5877911
2023-07-21 16:00:00+00:00,29859,29868,29802,29825,22.9002724
2023-07-21 17:00:00+00:00,29823,29929,29819,29924,62.82788738
2023-07-21 18:00:00+00:00,29928,30051,29927,29980,74.83050383
2023-07-21 19:00:00+00:00,29983,29983,29773,29874,144.1030223
2023-07-21 20:00:00+00:00,29876,29896,29833,29885,21.87120632
2023-07-21 21:00:00+00:00,29890,29968,29882,29908,63.59175048
2023-07-21 22:00:00+00:00,29906,29966,29898,29933,26.91801425
2023-07-21 23:00:00+00:00,29932,29941,29898,29908,15.92708919
2023-07-22 00:00:00+00:00,29908,29995,29906,29990,24.35986055
2023-07-22 01:00:00+00:00,29990,29991,29932,29932,37.35915742
2023-07-22 02:00:00+00:00,29931,29968,29927,29940,30.26774042
2023-07-22 03:00:00+00:00,29940,29943,29899,29908,26.53036738
2023-07-22 04:00:00+00:00,29909,29936,29874,29886,31.04550968
2023-07-22 05:00:00+00:00,29886,29901,29862,29872,13.60153316
2023-07-22 06:00:00+00:00,29870,29898,29850,29898,18.64009439
2023-07-22 07:00:00+00:00,29893,29990,29874,29946,32.48104081
2023-07-22 08:00:00+00:00,29950,29979,29937,29946,30.50414452
2023-07-22 09:00:00+00:00,29943,29958,29919,29934,14.84029764
2023-07-22 10:00:00+00:00,29934,29934,29879,29908,18.986882
2023-07-22 11:00:00+00:00,29908,29912,29880,29896,7.14519293
2023-07-22 12:00:00+00:00,29894,29894,29837,29851,22.7283764
2023-07-22 13:00:00+00:00,29851,29871,29842,29853,11.35755519
2023-07-22 14:00:00+00:00,29853,29892,29853,29889,38.84579942
2023-07-22 15:00:00+00:00,29888,29911,29868,29909,17.96963791
2023-07-22 16:00:00+00:00,29905,29918,29875,29902,35.75933869
2023-07-22 17:00:00+00:00,29902,29902,29821,29839,22.17973537
2023-07-22 18:00:00+00:00,29841,29843,29810,29819,8.89444621
2023-07-22 19:00:00+00:00,29819,29859,29811,29841,16.70239868
2023-07-22 20:00:00+00:00,29841,29846,29820,29833,6.79746104
2023-07-22 21:00:00+00:00,29833,29839,29820,29829,3.18413829
2023-07-22 22:00:00+00:00,29825,29839,29797,29810,8.06058682
2023-07-22 23:00:00+00:00,29814,29817,29640,29789,152.1505042
2023-07-23 00:00:00+00:00,29790,29817,29742,29778,34.0979469
2023-07-23 01:00:00+00:00,29778,29870,29778,29836,39.7685248
2023-07-23 02:00:00+00:00,29837,29893,29812,29889,10.62362399
2023-07-23 03:00:00+00:00,29891,29891,29834,29852,12.86153563
2023-07-23 04:00:00+00:00,29847,29918,29847,29910,44.33405584
2023-07-23 05:00:00+00:00,29916,29979,29910,29922,40.08570562
2023-07-23 06:00:00+00:00,29925,29940,29901,29923,11.42372161
2023-07-23 07:00:00+00:00,29920,29927,29896,29917,4.61968124
2023-07-23 08:00:00+00:00,29917,29956,29896,29953,22.77247382
2023-07-23 09:00:00+00:00,29956,29957,29910,29911,5.8179185
2023-07-23 10:00:00+00:00,29913,29918,29893,29899,20.11410858
2023-07-23 11:00:00+00:00,29895,29922,29893,29894,6.22502187
2023-07-23 12:00:00+00:00,29897,29926,29891,29919,12.36599045
2023-07-23 13:00:00+00:00,29919,29925,29860,29892,12.8830197
2023-07-23 14:00:00+00:00,29890,29905,29885,29895,2.03931295
2023-07-23 15:00:00+00:00,29904,29911,29893,29901,12.8471046
2023-07-23 16:00:00+00:00,29901,29964,29901,29953,43.93661616
2023-07-23 17:00:00+00:00,29956,30120,29939,30119,71.78171048
2023-07-23 18:00:00+00:00,30121,30284,30083,30249,105.4009724
2023-07-23 19:00:00+00:00,30255,30342,30020,30089,160.8788033
2023-07-23 20:00:00+00:00,30089,30138,30089,30138,27.7835585
2023-07-23 21:00:00+00:00,30138,30138,29933,29939,47.69991697
2023-07-23 22:00:00+00:00,29960,30038,29942,30015,6.68465309
2023-07-23 23:00:00+00:00,30014,30095,30014,30085,9.42129051
2023-07-24 00:00:00+00:00,30085,30099,30007,30011,13.23617825
2023-07-24 01:00:00+00:00,30009,30014,29867,29914,28.96840806
2023-07-24 02:00:00+00:00,29912,29913,29769,29797,69.18360997
2023-07-24 03:00:00+00:00,29795,29796,29678,29712,46.19794567
2023-07-24 04:00:00+00:00,29709,29802,29648,29794,73.26612703
2023-07-24 05:00:00+00:00,29791,29811,29751,29794,15.15119702
2023-07-24 06:00:00+00:00,29798,29801,29763,29780,31.18765599
2023-07-24 07:00:00+00:00,29780,29864,29730,29821,184.2069623
2023-07-24 08:00:00+00:00,29826,29833,29753,29757,61.53515977
2023-07-24 09:00:00+00:00,29758,29764,28978,29176,468.952272
2023-07-24 10:00:00+00:00,29164,29377,29114,29318,285.4512731
2023-07-24 11:00:00+00:00,29318,29331,29226,29264,89.61453963
2023-07-24 12:00:00+00:00,29265,29265,29159,29226,162.8540636
2023-07-24 13:00:00+00:00,29227,29251,29112,29179,67.32276125
2023-07-24 14:00:00+00:00,29180,29182,28990,29006,413.6592977
2023-07-24 15:00:00+00:00,29009,29117,28842,29084,256.793353
2023-07-24 16:00:00+00:00,29081,29137,29014,29100,67.31894091
2023-07-24 17:00:00+00:00,29100,29115,29011,29036,35.49528419
2023-07-24 18:00:00+00:00,29026,29126,28971,29119,107.744745
2023-07-24 19:00:00+00:00,29111,29152,29091,29107,58.36292208
2023-07-24 20:00:00+00:00,29107,29149,29087,29140,21.78155962
2023-07-24 21:00:00+00:00,29140,29180,29123,29167,58.40762634
2023-07-24 22:00:00+00:00,29167,29184,29142,29160,105.474746
2023-07-24 23:00:00+00:00,29160,29201,29155,29177,95.67150398
2023-07-25 00:00:00+00:00,29176,29185,29100,29113,51.44858921
2023-07-25 01:00:00+00:00,29115,29115,29054,29079,50.97641322
2023-07-25 02:00:00+00:00,29084,29166,29068,29130,45.60391007
2023-07-25 03:00:00+00:00,29131,29149,29088,29111,21.91779195
2023-07-25 04:00:00+00:00,29109,29120,29065,29085,26.58087117
2023-07-25 05:00:00+00:00,29085,29138,29083,29121,39.67173051
2023-07-25 06:00:00+00:00,29122,29145,29112,29143,14.52576786
2023-07-25 07:00:00+00:00,29145,29157,29121,29142,23.84531567
2023-07-25 08:00:00+00:00,29141,29190,29120,29184,45.61147086
2023-07-25 09:00:00+00:00,29183,29275,29162,29162,73.02062935
2023-07-25 10:00:00+00:00,29163,29194,29151,29160,33.22077936
2023-07-25 11:00:00+00:00,29160,29161,29118,29122,49.66956276
2023-07-25 12:00:00+00:00,29122,29138,29096,29115,58.89241633
2023-07-25 13:00:00+00:00,29114,29328,29077,29268,170.6228217
2023-07-25 14:00:00+00:00,29279,29328,29159,29180,107.7831497
2023-07-25 15:00:00+00:00,29174,29230,29168,29181,134.8150702
2023-07-25 16:00:00+00:00,29183,29289,29183,29226,40.66626755
2023-07-25 17:00:00+00:00,29221,29282,29189,29271,18.25907313
2023-07-25 18:00:00+00:00,29273,29362,29240,29262,88.32459659
2023-07-25 19:00:00+00:00,29261,29276,29195,29195,38.97423658
2023-07-25 20:00:00+00:00,29198,29241,29186,29231,18.95986146
2023-07-25 21:00:00+00:00,29233,29248,29202,29226,14.5143812
2023-07-25 22:00:00+00:00,29226,29253,29200,29205,28.50294084
2023-07-25 23:00:00+00:00,29200,29244,29192,29224,17.08364718
2023-07-26 00:00:00+00:00,29224,29232,29143,29166,27.33280628
2023-07-26 01:00:00+00:00,29166,29172,29100,29129,39.94956272
2023-07-26 02:00:00+00:00,29131,29282,29131,29281,39.90346169
2023-07-26 03:00:00+00:00,29283,29398,29210,29246,105.5099663
2023-07-26 04:00:00+00:00,29237,29239,29199,29199,10.11893679
2023-07-26 05:00:00+00:00,29199,29264,29194,29264,18.85463209
2023-07-26 06:00:00+00:00,29264,29308,29191,29204,79.44619782
2023-07-26 07:00:00+00:00,29210,29241,29194,29215,19.01037787
2023-07-26 08:00:00+00:00,29215,29240,29207,29216,21.69795453
2023-07-26 09:00:00+00:00,29216,29228,29166,29190,27.57337896
2023-07-26 10:00:00+00:00,29190,29199,29165,29192,9.71451104
2023-07-26 11:00:00+00:00,29192,29211,29159,29171,19.38625175
2023-07-26 12:00:00+00:00,29173,29236,29162,29227,50.62552621
2023-07-26 13:00:00+00:00,29228,29308,29228,29302,84.93841213
2023-07-26 14:00:00+00:00,29308,29343,29209,29263,97.9107305
2023-07-26 15:00:00+00:00,29264,29331,29264,29321,82.11366533
2023-07-26 16:00:00+00:00,29322,29363,29269,29298,41.69564905
2023-07-26 17:00:00+00:00,29307,29320,29250,29271,34.62219504
2023-07-26 18:00:00+00:00,29257,29500,29240,29380,259.3575801
2023-07-26 19:00:00+00:00,29379,29403,29201,29403,138.5330239
2023-07-26 20:00:00+00:00,29405,29678,29388,29580,118.1581845
2023-07-26 21:00:00+00:00,29584,29662,29456,29467,87.89647568
2023-07-26 22:00:00+00:00,29470,29509,29429,29474,51.37648059
2023-07-26 23:00:00+00:00,29475,29524,29294,29354,51.51552247
2023-07-27 00:00:00+00:00,29353,29364,29303,29354,19.99404596
2023-07-27 01:00:00+00:00,29354,29419,29341,29400,9.80200441
2023-07-27 02:00:00+00:00,29400,29433,29345,29432,41.7101213
2023-07-27 03:00:00+00:00,29424,29443,29402,29402,10.58581427
2023-07-27 04:00:00+00:00,29402,29482,29401,29480,15.14931147
2023-07-27 05:00:00+00:00,29483,29494,29451,29459,9.98786365
2023-07-27 06:00:00+00:00,29461,29477,29378,29378,33.70882505
2023-07-27 07:00:00+00:00,29381,29470,29378,29417,48.10122406
2023-07-27 08:00:00+00:00,29411,29469,29402,29469,52.82360844
2023-07-27 09:00:00+00:00,29469,29563,29465,29546,48.79873585
2023-07-27 10:00:00+00:00,29550,29558,29477,29478,51.31645752
2023-07-27 11:00:00+00:00,29479,29523,29472,29505,27.79382357
2023-07-27 12:00:00+00:00,29506,29509,29460,29497,67.6130552
2023-07-27 13:00:00+00:00,29497,29506,29433,29446,87.60622833
2023-07-27 14:00:00+00:00,29445,29447,29322,29349,115.674321
2023-07-27 15:00:00+00:00,29350,29356,29239,29293,211.8822838
2023-07-27 16:00:00+00:00,29289,29325,29257,29261,99.29188118
2023-07-27 17:00:00+00:00,29267,29282,29181,29216,79.83253603
2023-07-27 18:00:00+00:00,29211,29243,29081,29137,124.3040071
2023-07-27 19:00:00+00:00,29132,29172,29090,29158,83.5482259
2023-07-27 20:00:00+00:00,29158,29188,29124,29141,37.15626602
2023-07-27 21:00:00+00:00,29141,29226,29135,29179,21.96915587
2023-07-27 22:00:00+00:00,29179,29234,29179,29196,8.92321778
2023-07-27 23:00:00+00:00,29194,29225,29174,29219,6.07069452
2023-07-28 00:00:00+00:00,29214,29294,29204,29277,56.19074578
2023-07-28 01:00:00+00:00,29269,29292,29252,29256,6.73614128
2023-07-28 02:00:00+00:00,29255,29259,29184,29227,31.82718426
2023-07-28 03:00:00+00:00,29225,29278,29201,29245,38.79395246
2023-07-28 04:00:00+00:00,29251,29257,29209,29254,16.31090392
2023-07-28 05:00:00+00:00,29254,29257,29156,29178,33.49584957
2023-07-28 06:00:00+00:00,29175,29202,29157,29185,11.35600531
2023-07-28 07:00:00+00:00,29183,29190,29122,29135,89.19117469
2023-07-28 08:00:00+00:00,29128,29183,29125,29142,36.212346
2023-07-28 09:00:00+00:00,29145,29219,29121,29203,58.78796432
2023-07-28 10:00:00+00:00,29203,29225,29193,29212,9.39168517
2023-07-28 11:00:00+00:00,29212,29229,29188,29202,11.48858505
2023-07-28 12:00:00+00:00,29197,29313,29197,29296,37.9706622
2023-07-28 13:00:00+00:00,29300,29310,29243,29284,61.29988378
2023-07-28 14:00:00+00:00,29284,29500,29284,29478,252.7817906
2023-07-28 15:00:00+00:00,29483,29525,29352,29384,194.5815046
2023-07-28 16:00:00+00:00,29386,29402,29337,29355,89.95928328
2023-07-28 17:00:00+00:00,29354,29354,29190,29257,82.65133274
2023-07-28 18:00:00+00:00,29256,29332,29239,29311,24.5384806
2023-07-28 19:00:00+00:00,29311,29334,29285,29319,35.54791755
2023-07-28 20:00:00+00:00,29314,29343,29281,29341,6.02106311
2023-07-28 21:00:00+00:00,29340,29363,29310,29310,47.77522906
2023-07-28 22:00:00+00:00,29309,29317,29294,29295,4.77040545
2023-07-28 23:00:00+00:00,29295,29325,29295,29317,3.80410038
2023-07-29 00:00:00+00:00,29316,29348,29296,29325,88.30410505
2023-07-29 01:00:00+00:00,29325,29373,29324,29373,8.37091841
